Song,Quadrant
MT0000321394,Q2
MT0000321824,Q4
MT0000326433,Q3
MT0000335310,Q4
MT0000345937,Q4
MT0000353361,Q3
MT0000360851,Q3
MT0000361419,Q4
MT0000369188,Q1
MT0000370694,Q4
MT0000371043,Q3
MT0000380307,Q4
MT0000380971,Q3
MT0000398595,Q4
MT0000407837,Q4
MT0000409922,Q4
MT0000412380,Q3
MT0000419956,Q2
MT0000425270,Q2
MT0000426880,Q1
MT0000431226,Q3
MT0000436815,Q4
MT0000437534,Q3
MT0000441552,Q2
MT0000447281,Q3
MT0000447539,Q4
MT0000460480,Q4
MT0000463371,Q2
MT0000475876,Q1
MT0000481304,Q4
MT0000487439,Q3
MT0000495842,Q4
MT0000497520,Q1
MT0000502143,Q2
MT0000518591,Q1
MT0000526867,Q3
MT0000547065,Q3
MT0000550961,Q4
MT0000552259,Q3
MT0000556349,Q1
MT0000564376,Q3
MT0000567692,Q3
MT0000570966,Q3
MT0000580738,Q3
MT0000592222,Q3
MT0000603561,Q3
MT0000604234,Q2
MT0000606812,Q3
MT0000615489,Q1
MT0000621840,Q1
MT0000638424,Q4
MT0000643201,Q3
MT0000647818,Q4
MT0000664362,Q1
MT0000666429,Q2
MT0000667625,Q1
MT0000672880,Q1
MT0000685324,Q3
MT0000685552,Q3
MT0000688115,Q3
MT0000688312,Q3
MT0000689110,Q2
MT0000690637,Q1
MT0000694316,Q2
MT0000704913,Q1
MT0000712071,Q1
MT0000720686,Q3
MT0000721873,Q1
MT0000723464,Q4
MT0000727738,Q3
MT0000728975,Q3
MT0000735056,Q2
MT0000737118,Q1
MT0000740862,Q4
MT0000741489,Q2
MT0000744293,Q2
MT0000754511,Q4
MT0000763275,Q3
MT0000764951,Q3
MT0000778102,Q2
MT0000780401,Q3
MT0000787002,Q3
MT0000789330,Q2
MT0000807741,Q1
MT0000808227,Q2
MT0000811092,Q4
MT0000811743,Q3
MT0000814289,Q3
MT0000814565,Q3
MT0000825920,Q4
MT0000829531,Q2
MT0000829765,Q3
MT0000844574,Q4
MT0000847731,Q3
MT0000848769,Q4
MT0000850050,Q3
MT0000850957,Q2
MT0000851865,Q1
MT0000852582,Q2
MT0000854722,Q1
MT0000863543,Q1
MT0000874328,Q1
MT0000875199,Q3
MT0000878275,Q4
MT0000888329,Q4
MT0000892306,Q2
MT0000895003,Q2
MT0000895905,Q4
MT0000900387,Q2
MT0000900995,Q4
MT0000906888,Q4
MT0000910270,Q2
MT0000920227,Q4
MT0000921193,Q3
MT0000927561,Q2
MT0000931402,Q3
MT0000934613,Q2
MT0000938758,Q4
MT0000948111,Q1
MT0000951610,Q2
MT0000954088,Q1
MT0000956340,Q2
MT0000968326,Q1
MT0000971800,Q1
MT0000983092,Q3
MT0000992846,Q1
MT0001014012,Q4
MT0001016068,Q3
MT0001030436,Q3
MT0001038803,Q4
MT0001042055,Q4
MT0001043721,Q2
MT0001046395,Q1
MT0001053268,Q1
MT0001062700,Q3
MT0001073553,Q1
MT0001096019,Q1
MT0001101467,Q2
MT0001102610,Q3
MT0001106114,Q4
MT0001115644,Q3
MT0001116511,Q2
MT0001117815,Q1
MT0001126926,Q4
MT0001141875,Q3
MT0001144930,Q4
MT0001152664,Q3
MT0001157069,Q3
MT0001168323,Q4
MT0001169715,Q1
MT0001183783,Q4
MT0001193202,Q2
MT0001193331,Q1
MT0001193971,Q3
MT0001194164,Q3
MT0001195535,Q4
MT0001196736,Q3
MT0001202986,Q1
MT0001227219,Q4
MT0001230193,Q2
MT0001230298,Q3
MT0001236337,Q3
MT0001256033,Q3
MT0001265984,Q3
MT0001266436,Q3
MT0001267997,Q4
MT0001276044,Q2
MT0001284282,Q1
MT0001284801,Q3
MT0001287647,Q2
MT0001292451,Q1
MT0001297031,Q3
MT0001298241,Q3
MT0001305550,Q3
MT0001309422,Q3
MT0001313815,Q4
MT0001318718,Q1
MT0001321444,Q3
MT0001323755,Q4
MT0001332899,Q3
MT0001335920,Q1
MT0001347462,Q4
MT0001353828,Q2
MT0001361436,Q2
MT0001368531,Q4
MT0001369981,Q3
MT0001370627,Q4
MT0001377616,Q4
MT0001377742,Q2
MT0001385947,Q3
MT0001387574,Q4
MT0001393272,Q3
MT0001395462,Q3
MT0001397431,Q2
MT0001404677,Q3
MT0001435061,Q3
MT0001436086,Q4
MT0001473110,Q2
MT0001477169,Q4
MT0001481574,Q1
MT0001509368,Q1
MT0001509615,Q3
MT0001510617,Q2
MT0001511433,Q4
MT0001514284,Q1
MT0001515028,Q4
MT0001522985,Q3
MT0001526514,Q1
MT0001528638,Q4
MT0001531856,Q1
MT0001531906,Q4
MT0001535201,Q3
MT0001542457,Q2
MT0001554870,Q2
MT0001578777,Q2
MT0001590644,Q2
MT0001607665,Q4
MT0001608358,Q4
MT0001609043,Q2
MT0001609615,Q4
MT0001610102,Q1
MT0001612417,Q3
MT0001613887,Q2
MT0001634305,Q3
MT0001639011,Q1
MT0001640581,Q4
MT0001642019,Q2
MT0001644811,Q4
MT0001646256,Q3
MT0001647040,Q4
MT0001648703,Q2
MT0001653728,Q4
MT0001658982,Q3
MT0001659593,Q4
MT0001664577,Q1
MT0001671399,Q1
MT0001698737,Q4
MT0001699798,Q4
MT0001710592,Q2
MT0001722508,Q4
MT0001738256,Q2
MT0001741017,Q1
MT0001753032,Q3
MT0001765726,Q4
MT0001770136,Q1
MT0001779167,Q2
MT0001795697,Q1
MT0001801454,Q2
MT0001829666,Q1
MT0001831738,Q1
MT0001832838,Q4
MT0001835551,Q2
MT0001839466,Q3
MT0001841416,Q3
MT0001863823,Q4
MT0001866808,Q3
MT0001879903,Q3
MT0001889244,Q1
MT0001891260,Q3
MT0001899447,Q3
MT0001899867,Q1
MT0001901436,Q4
MT0001916633,Q4
MT0001920501,Q3
MT0001921677,Q3
MT0001927921,Q2
MT0001929641,Q3
MT0001934726,Q3
MT0001943830,Q4
MT0001949173,Q4
MT0001954919,Q4
MT0001962373,Q2
MT0001963447,Q2
MT0001972829,Q3
MT0001974130,Q2
MT0001980613,Q4
MT0001988811,Q3
MT0001992879,Q2
MT0001993588,Q2
MT0002007417,Q3
MT0002014752,Q4
MT0002024101,Q2
MT0002024741,Q4
MT0002034238,Q1
MT0002052101,Q1
MT0002052918,Q3
MT0002054074,Q4
MT0002060109,Q3
MT0002067509,Q1
MT0002068648,Q1
MT0002070314,Q1
MT0002087345,Q4
MT0002087541,Q3
MT0002088249,Q1
MT0002099419,Q2
MT0002113056,Q1
MT0002131125,Q2
MT0002132088,Q4
MT0002139311,Q1
MT0002169629,Q2
MT0002177145,Q1
MT0002193996,Q4
MT0002213644,Q3
MT0002222944,Q2
MT0002239079,Q2
MT0002240771,Q1
MT0002250135,Q3
MT0002272314,Q2
MT0002277261,Q3
MT0002291660,Q2
MT0002294387,Q1
MT0002298774,Q2
MT0002306900,Q4
MT0002307435,Q3
MT0002316145,Q2
MT0002320670,Q4
MT0002337555,Q2
MT0002342346,Q2
MT0002343160,Q1
MT0002343207,Q1
MT0002347246,Q1
MT0002355423,Q4
MT0002355518,Q3
MT0002358457,Q1
MT0002359628,Q4
MT0002360219,Q1
MT0002366291,Q1
MT0002372242,Q2
MT0002374117,Q4
MT0002379942,Q2
MT0002388592,Q4
MT0002397625,Q4
MT0002399275,Q2
MT0002460914,Q2
MT0002477987,Q3
MT0002479795,Q2
MT0002510318,Q3
MT0002515172,Q4
MT0002541988,Q4
MT0002580064,Q3
MT0002585767,Q3
MT0002591418,Q4
MT0002604697,Q3
MT0002619035,Q4
MT0002621498,Q2
MT0002638821,Q4
MT0002655864,Q2
MT0002659854,Q4
MT0002662293,Q3
MT0002672499,Q1
MT0002675791,Q4
MT0002698706,Q1
MT0002698827,Q4
MT0002701422,Q2
MT0002711792,Q2
MT0002714093,Q3
MT0002716927,Q4
MT0002737189,Q2
MT0002739845,Q2
MT0002749253,Q2
MT0002762445,Q1
MT0002771537,Q3
MT0002840704,Q1
MT0002842988,Q2
MT0002844771,Q3
MT0002858390,Q4
MT0002859848,Q4
MT0002872113,Q4
MT0002875103,Q2
MT0002889321,Q2
MT0002894033,Q1
MT0002905185,Q3
MT0002907679,Q1
MT0002909109,Q1
MT0002909741,Q3
MT0002920876,Q4
MT0002928993,Q3
MT0002949712,Q2
MT0002951872,Q1
MT0002954708,Q2
MT0002960288,Q4
MT0002980543,Q4
MT0002986568,Q3
MT0002999366,Q1
MT0003008724,Q2
MT0003012633,Q4
MT0003023886,Q2
MT0003025373,Q1
MT0003025883,Q4
MT0003028265,Q4
MT0003037754,Q3
MT0003038205,Q3
MT0003041246,Q2
MT0003044417,Q1
MT0003059710,Q1
MT0003067607,Q1
MT0003085195,Q2
MT0003085925,Q1
MT0003087857,Q1
MT0003102331,Q4
MT0003106472,Q2
MT0003108238,Q4
MT0003109823,Q3
MT0003117846,Q2
MT0003124476,Q2
MT0003131369,Q1
MT0003144898,Q1
MT0003146944,Q4
MT0003148189,Q4
MT0003175531,Q1
MT0003175805,Q4
MT0003205952,Q4
MT0003213617,Q4
MT0003213835,Q1
MT0003216840,Q1
MT0003237550,Q2
MT0003246728,Q1
MT0003263304,Q3
MT0003264792,Q4
MT0003272904,Q3
MT0003286463,Q1
MT0003287931,Q4
MT0003300388,Q3
MT0003304271,Q4
MT0003315880,Q2
MT0003326925,Q2
MT0003328491,Q3
MT0003329820,Q1
MT0003336800,Q2
MT0003337396,Q2
MT0003345751,Q2
MT0003353602,Q2
MT0003353794,Q3
MT0003362617,Q3
MT0003389088,Q4
MT0003390733,Q1
MT0003402178,Q4
MT0003402277,Q1
MT0003402994,Q1
MT0003408163,Q4
MT0003420996,Q3
MT0003421433,Q4
MT0003424691,Q3
MT0003428477,Q4
MT0003431207,Q1
MT0003444822,Q2
MT0003462877,Q2
MT0003473344,Q4
MT0003482336,Q2
MT0003501434,Q3
MT0003504525,Q3
MT0003510796,Q4
MT0003517837,Q4
MT0003539442,Q2
MT0003542756,Q3
MT0003570082,Q1
MT0003587042,Q2
MT0003597979,Q4
MT0003603497,Q4
MT0003612742,Q2
MT0003623420,Q4
MT0003629164,Q4
MT0003659365,Q2
MT0003669917,Q1
MT0003728288,Q2
MT0003729518,Q1
MT0003740052,Q4
MT0003762220,Q4
MT0003762339,Q2
MT0003768949,Q1
MT0003782002,Q2
MT0003788939,Q1
MT0003792475,Q3
MT0003795778,Q1
MT0003796752,Q1
MT0003808965,Q1
MT0003821577,Q2
MT0003837569,Q2
MT0003859252,Q2
MT0003861331,Q4
MT0003863509,Q3
MT0003868390,Q4
MT0003869539,Q1
MT0003880691,Q2
MT0003881997,Q2
MT0003898980,Q4
MT0003906833,Q1
MT0003907045,Q3
MT0003934644,Q1
MT0003935299,Q4
MT0003950978,Q2
MT0003957022,Q1
MT0003968039,Q4
MT0003974181,Q3
MT0003979876,Q2
MT0004001989,Q1
MT0004005104,Q4
MT0004009266,Q4
MT0004012938,Q2
MT0004014951,Q3
MT0004025604,Q2
MT0004028719,Q2
MT0004032349,Q4
MT0004033010,Q1
MT0004068560,Q2
MT0004072079,Q2
MT0004073991,Q2
MT0004085907,Q2
MT0004087145,Q2
MT0004091857,Q1
MT0004098601,Q4
MT0004117319,Q3
MT0004137658,Q2
MT0004141823,Q1
MT0004156130,Q4
MT0004157335,Q4
MT0004180568,Q4
MT0004183911,Q2
MT0004194402,Q3
MT0004197514,Q2
MT0004212108,Q3
MT0004219321,Q4
MT0004232099,Q3
MT0004240748,Q2
MT0004256890,Q4
MT0004262978,Q4
MT0004263301,Q3
MT0004287283,Q3
MT0004290389,Q3
MT0004306521,Q4
MT0004317784,Q3
MT0004335339,Q4
MT0004337195,Q1
MT0004352104,Q3
MT0004352726,Q4
MT0004362501,Q4
MT0004380082,Q4
MT0004395306,Q4
MT0004400843,Q3
MT0004414074,Q2
MT0004422924,Q1
MT0004440606,Q3
MT0004444570,Q1
MT0004447086,Q2
MT0004469135,Q1
MT0004485367,Q3
MT0004489039,Q3
MT0004491170,Q4
MT0004497478,Q2
MT0004511265,Q2
MT0004512063,Q2
MT0004517675,Q4
MT0004519452,Q1
MT0004525980,Q4
MT0004542745,Q4
MT0004550434,Q2
MT0004550458,Q4
MT0004558203,Q2
MT0004558461,Q2
MT0004588191,Q1
MT0004625127,Q3
MT0004644495,Q4
MT0004645468,Q2
MT0004683099,Q1
MT0004725405,Q1
MT0004739956,Q2
MT0004754115,Q4
MT0004758223,Q4
MT0004759588,Q2
MT0004772896,Q3
MT0004798504,Q2
MT0004816612,Q1
MT0004836526,Q2
MT0004840819,Q3
MT0004842694,Q3
MT0004844832,Q2
MT0004850406,Q4
MT0004861138,Q2
MT0004864453,Q4
MT0004866559,Q2
MT0004872217,Q2
MT0004882280,Q2
MT0004883551,Q1
MT0004890000,Q1
MT0004896738,Q1
MT0004905223,Q4
MT0004920547,Q1
MT0004925844,Q4
MT0004948855,Q2
MT0004961409,Q2
MT0004961734,Q1
MT0004962647,Q4
MT0004963809,Q4
MT0004970058,Q4
MT0004982192,Q2
MT0005009443,Q4
MT0005026798,Q2
MT0005029328,Q2
MT0005030845,Q3
MT0005039941,Q2
MT0005044119,Q2
MT0005064430,Q4
MT0005072543,Q1
MT0005083885,Q3
MT0005094727,Q3
MT0005113916,Q4
MT0005118426,Q4
MT0005134466,Q3
MT0005142001,Q4
MT0005171537,Q2
MT0005189351,Q3
MT0005189820,Q3
MT0005198745,Q4
MT0005202791,Q2
MT0005241287,Q2
MT0005241699,Q1
MT0005243931,Q2
MT0005272837,Q4
MT0005286165,Q2
MT0005304966,Q2
MT0005331755,Q1
MT0005387539,Q2
MT0005404247,Q3
MT0005411969,Q2
MT0005417719,Q2
MT0005422349,Q4
MT0005425879,Q4
MT0005426130,Q1
MT0005431678,Q2
MT0005435622,Q4
MT0005443513,Q4
MT0005451862,Q2
MT0005486154,Q3
MT0005497233,Q2
MT0005515169,Q2
MT0005519111,Q4
MT0005540023,Q2
MT0005540184,Q4
MT0005540907,Q1
MT0005568749,Q3
MT0005575348,Q3
MT0005592810,Q1
MT0005625323,Q1
MT0005630273,Q3
MT0005642770,Q2
MT0005655655,Q3
MT0005660001,Q1
MT0005669153,Q3
MT0005707044,Q4
MT0005715379,Q4
MT0005727783,Q3
MT0005752234,Q1
MT0005756784,Q2
MT0005760259,Q2
MT0005761702,Q3
MT0005763004,Q1
MT0005774267,Q2
MT0005775235,Q4
MT0005802574,Q1
MT0005804191,Q4
MT0005822463,Q3
MT0005827376,Q4
MT0005860700,Q1
MT0005863380,Q4
MT0005912220,Q3
MT0005916227,Q3
MT0005941425,Q4
MT0005944471,Q1
MT0005947736,Q4
MT0005951020,Q2
MT0005959692,Q4
MT0005974256,Q2
MT0005995195,Q4
MT0006001707,Q2
MT0006005146,Q2
MT0006022752,Q3
MT0006036535,Q3
MT0006039798,Q3
MT0006044445,Q4
MT0006114773,Q1
MT0006115121,Q4
MT0006137136,Q4
MT0006137372,Q3
MT0006157839,Q2
MT0006159067,Q3
MT0006169551,Q4
MT0006181559,Q4
MT0006196650,Q1
MT0006232679,Q1
MT0006239603,Q1
MT0006348382,Q4
MT0006356406,Q2
MT0006357085,Q1
MT0006357849,Q1
MT0006406298,Q1
MT0006409530,Q2
MT0006417602,Q3
MT0006421356,Q3
MT0006475078,Q4
MT0006475970,Q1
MT0006484633,Q2
MT0006487635,Q2
MT0006492385,Q3
MT0006497092,Q2
MT0006510599,Q2
MT0006528309,Q1
MT0006531857,Q2
MT0006536592,Q1
MT0006540794,Q1
MT0006545202,Q2
MT0006553309,Q1
MT0006553914,Q2
MT0006559667,Q2
MT0006573563,Q2
MT0006587819,Q4
MT0006612877,Q2
MT0006635536,Q3
MT0006641042,Q2
MT0006654122,Q3
MT0006683265,Q2
MT0006683875,Q1
MT0006696329,Q4
MT0006708402,Q3
MT0006723128,Q2
MT0006737689,Q2
MT0006742179,Q2
MT0006746691,Q2
MT0006751087,Q2
MT0006755411,Q1
MT0006761058,Q4
MT0006761971,Q2
MT0006770955,Q1
MT0006778622,Q2
MT0006784451,Q2
MT0006788512,Q2
MT0006790347,Q2
MT0006795758,Q2
MT0006798861,Q2
MT0006800841,Q2
MT0006806145,Q2
MT0006810990,Q2
MT0006813360,Q3
MT0006832360,Q2
MT0006833696,Q3
MT0006839715,Q4
MT0006846075,Q4
MT0006876450,Q3
MT0006877397,Q3
MT0006879985,Q2
MT0006880936,Q3
MT0006911848,Q4
MT0006914583,Q3
MT0006929157,Q2
MT0006933170,Q2
MT0006937715,Q1
MT0006939177,Q2
MT0006955099,Q3
MT0006991912,Q4
MT0007039082,Q4
MT0007041751,Q4
MT0007051057,Q3
MT0007051188,Q4
MT0007057303,Q1
MT0007058512,Q2
MT0007072562,Q1
MT0007072992,Q4
MT0007074655,Q2
MT0007081433,Q4
MT0007102148,Q3
MT0007102997,Q4
MT0007106784,Q3
MT0007107079,Q4
MT0007113915,Q3
MT0007117290,Q1
MT0007136180,Q1
MT0007142175,Q4
MT0007147603,Q1
MT0007164275,Q2
MT0007177899,Q3
MT0007186714,Q4
MT0007190016,Q1
MT0007193184,Q3
MT0007210245,Q2
MT0007267489,Q4
MT0007269020,Q2
MT0007276457,Q3
MT0007280044,Q3
MT0007337206,Q2
MT0007340697,Q2
MT0007353661,Q4
MT0007356476,Q4
MT0007384768,Q1
MT0007390015,Q1
MT0007393408,Q2
MT0007410187,Q3
MT0007412399,Q3
MT0007412921,Q4
MT0007423667,Q2
MT0007442223,Q2
MT0007453719,Q4
MT0007493575,Q1
MT0007508173,Q1
MT0007522436,Q2
MT0007525777,Q3
MT0007556029,Q4
MT0007602902,Q2
MT0007607008,Q1
MT0007627521,Q2
MT0007645808,Q2
MT0007696006,Q2
MT0007728545,Q3
MT0007733857,Q1
MT0007754554,Q3
MT0007757097,Q1
MT0007780282,Q2
MT0007795217,Q1
MT0007797719,Q3
MT0007817748,Q4
MT0007828167,Q4
MT0007841510,Q3
MT0007860263,Q3
MT0007866540,Q2
MT0007886392,Q1
MT0007906518,Q2
MT0007912800,Q4
MT0007924549,Q2
MT0007926918,Q2
MT0007934529,Q2
MT0007959122,Q2
MT0007961100,Q2
MT0007983016,Q4
MT0007990460,Q3
MT0007999856,Q2
MT0008022729,Q2
MT0008045785,Q2
MT0008077878,Q2
MT0008105399,Q1
MT0008120072,Q3
MT0008138963,Q3
MT0008147388,Q2
MT0008149831,Q2
MT0008154135,Q4
MT0008166431,Q1
MT0008184180,Q2
MT0008191737,Q3
MT0008236389,Q2
MT0008237717,Q1
MT0008241153,Q3
MT0008277765,Q4
MT0008279825,Q3
MT0008296972,Q3
MT0008307409,Q4
MT0008308461,Q1
MT0008313843,Q1
MT0008347586,Q2
MT0008361425,Q2
MT0008363189,Q1
MT0008368311,Q3
MT0008371251,Q1
MT0008375464,Q3
MT0008386252,Q2
MT0008394478,Q1
MT0008408635,Q4
MT0008421113,Q2
MT0008421900,Q4
MT0008425062,Q2
MT0008425616,Q2
MT0008428932,Q3
MT0008431795,Q1
MT0008445371,Q1
MT0008497871,Q2
MT0008499614,Q2
MT0008518738,Q3
MT0008548050,Q4
MT0008554680,Q2
MT0008565530,Q2
MT0008573252,Q2
MT0008578405,Q2
MT0008596537,Q2
MT0008602863,Q2
MT0008604277,Q3
MT0008635124,Q2
MT0008636271,Q3
MT0008649724,Q2
MT0008652185,Q2
MT0008672387,Q1
MT0008673460,Q1
MT0008684978,Q1
MT0008690776,Q3
MT0008709705,Q3
MT0008734186,Q2
MT0008737859,Q3
MT0008750426,Q4
MT0008776764,Q2
MT0008790106,Q4
MT0008790360,Q2
MT0008791082,Q2
MT0008800327,Q2
MT0008813309,Q1
MT0008830058,Q3
MT0008830314,Q1
MT0008847144,Q1
MT0008869963,Q4
MT0008882630,Q2
MT0008899266,Q3
MT0008905721,Q3
MT0008905908,Q3
MT0008944393,Q4
MT0008960612,Q3
MT0008963540,Q3
MT0008972801,Q1
MT0008990167,Q4
MT0008999728,Q2
MT0009002136,Q3
MT0009005900,Q1
MT0009010830,Q1
MT0009021889,Q3
MT0009025287,Q2
MT0009025845,Q3
MT0009041370,Q2
MT0009054976,Q4
MT0009075362,Q4
MT0009123251,Q2
MT0009159687,Q1
MT0009164591,Q3
MT0009165729,Q2
MT0009169626,Q3
MT0009172291,Q2
MT0009206381,Q1
MT0009208842,Q1
MT0009217411,Q2
MT0009233872,Q1
MT0009239443,Q2
MT0009253379,Q1
MT0009278329,Q1
MT0009312856,Q3
MT0009319587,Q2
MT0009320357,Q2
MT0009321428,Q3
MT0009375581,Q4
MT0009400121,Q2
MT0009418269,Q2
MT0009425259,Q2
MT0009469599,Q3
MT0009477836,Q3
MT0009495283,Q3
MT0009495284,Q3
MT0009495285,Q3
MT0009577134,Q2
MT0009631750,Q2
MT0009635397,Q2
MT0009693151,Q3
MT0009740290,Q4
MT0009741521,Q4
MT0009741760,Q4
MT0009741774,Q4
MT0009868354,Q4
MT0009968194,Q1
MT0009996318,Q3
MT0010007878,Q3
MT0010007881,Q3
MT0010007882,Q3
MT0010049476,Q4
MT0010054305,Q3
MT0010065686,Q1
MT0010083757,Q4
MT0010100278,Q1
MT0010100279,Q1
MT0010100283,Q3
MT0010100285,Q1
MT0010100333,Q1
MT0010100428,Q4
MT0010169019,Q1
MT0010203716,Q4
MT0010236541,Q1
MT0010257371,Q3
MT0010261584,Q4
MT0010261588,Q1
MT0010310896,Q2
MT0010310898,Q2
MT0010344415,Q1
MT0010346228,Q1
MT0010363782,Q3
MT0010368848,Q1
MT0010379209,Q4
MT0010444469,Q4
MT0010468178,Q3
MT0010477194,Q2
MT0010478882,Q1
MT0010480965,Q2
MT0010482550,Q1
MT0010484291,Q1
MT0010487366,Q2
MT0010487702,Q2
MT0010502078,Q2
MT0010506192,Q3
MT0010510852,Q1
MT0010524453,Q1
MT0010543277,Q1
MT0010551970,Q4
MT0010552303,Q1
MT0010554175,Q1
MT0010554620,Q2
MT0010574326,Q1
MT0010611876,Q1
MT0010612023,Q2
MT0010615428,Q2
MT0010617945,Q1
MT0010620026,Q2
MT0010623104,Q2
MT0010623318,Q4
MT0010630017,Q3
MT0010652538,Q3
MT0010674530,Q3
MT0010674859,Q3
MT0010676114,Q1
MT0010694349,Q2
MT0010695865,Q3
MT0010699902,Q1
MT0010702370,Q1
MT0010704053,Q3
MT0010705334,Q1
MT0010710874,Q3
MT0010715611,Q2
MT0010723417,Q1
MT0010723658,Q3
MT0010723756,Q4
MT0010736208,Q2
MT0010741386,Q3
MT0010755212,Q1
MT0010777106,Q1
MT0010815151,Q3
MT0010823031,Q3
MT0010849747,Q2
MT0010850805,Q3
MT0010883435,Q1
MT0010894865,Q2
MT0010897525,Q2
MT0010902792,Q1
MT0010922381,Q2
MT0010956902,Q1
MT0010961352,Q2
MT0010967419,Q4
MT0010980499,Q4
MT0010983695,Q2
MT0010983830,Q2
MT0011083648,Q2
MT0011162069,Q3
MT0011204639,Q1
MT0011252708,Q2
MT0011271960,Q3
MT0011292112,Q4
MT0011302120,Q4
MT0011308097,Q3
MT0011322528,Q2
MT0011332604,Q4
MT0011342337,Q3
MT0011358600,Q4
MT0011361934,Q2
MT0011369407,Q2
MT0011374342,Q4
MT0011378875,Q2
MT0011391187,Q3
MT0011391356,Q2
MT0011405787,Q1
MT0011411969,Q2
MT0011414270,Q3
MT0011426003,Q2
MT0011438643,Q2
MT0011448773,Q1
MT0011451296,Q1
MT0011503204,Q1
MT0011510700,Q1
MT0011558921,Q1
