Song,Quadrant
MT0033365015,Q4
MT0007277070,Q4
MT0007127869,Q2
MT0001553573,Q2
MT0002810052,Q2
MT0005550288,Q2
MT0005725657,Q2
MT0007805279,Q2
MT0003630870,Q2
MT0000318206,Q2
MT0008130158,Q2
MT0012930833,Q2
MT0014964772,Q2
MT0000011357,Q2
MT0007659703,Q2
MT0007043504,Q2
MT0008863436,Q2
MT0009174874,Q2
MT0009430339,Q2
MT0010485559,Q2
MT0034426806,Q2
MT0028754256,Q2
MT0010995725,Q2
MT0001852290,Q2
MT0010481194,Q2
MT0014756127,Q2
MT0008641724,Q2
MT0001380360,Q2
MT0000052463,Q2
MT0013156036,Q2
MT0001978806,Q2
MT0005675358,Q2
MT0015587436,Q2
MT0013216725,Q2
