Song,Quadrant
MT0004447086,Q2
MT0004447226,Q1
MT0004458238,Q2
MT0004469135,Q1
MT0004485367,Q3
MT0004489039,Q3
MT0004511265,Q2
MT0004512063,Q2
MT0004525980,Q4
MT0004537445,Q4
MT0004537620,Q3
MT0004540242,Q4
MT0004542745,Q4
MT0004548595,Q1
MT0004550236,Q4
MT0004550434,Q2
MT0004550458,Q4
MT0004551480,Q1
MT0004555632,Q2
MT0004558203,Q2
MT0004558461,Q2
MT0004567504,Q4
MT0004584064,Q4
MT0004584067,Q4
MT0004593880,Q2
MT0004611952,Q4
MT0004625127,Q3
MT0004633915,Q4
MT0004643275,Q4
MT0004645468,Q2
MT0004660584,Q4
MT0004668394,Q3
MT0004676134,Q2
MT0004680723,Q1
MT0004683099,Q1
MT0004692889,Q4
MT0004693207,Q3
MT0004699901,Q4
MT0004715422,Q2
MT0004725405,Q1
MT0004731150,Q1
MT0004751933,Q1
MT0004754115,Q4
MT0004758223,Q4
MT0004759588,Q2
MT0004772896,Q3
MT0004776502,Q4
MT0004798504,Q2
MT0004812565,Q4
MT0004816612,Q1
MT0004817670,Q3
MT0004833310,Q4
MT0004836526,Q2
MT0004839107,Q4
MT0004840819,Q3
MT0004842694,Q3
MT0004850406,Q4
MT0004850690,Q4
MT0004861138,Q2
MT0004864453,Q4
MT0004867564,Q4
MT0004872217,Q2
MT0004882280,Q2
MT0004883551,Q1
MT0004890000,Q1
MT0004896738,Q1
MT0004911454,Q4
MT0004922692,Q3
MT0004925844,Q4
MT0004956006,Q2
MT0004958762,Q2
MT0004961409,Q2
MT0004962647,Q4
MT0004963809,Q4
MT0004970058,Q4
MT0004978135,Q3
MT0004982446,Q2
MT0004984433,Q4
MT0004997589,Q2
MT0005003824,Q1
MT0005004562,Q2
MT0005026798,Q2
MT0005028976,Q2
MT0005029328,Q2
MT0005030845,Q3
MT0005039941,Q2
MT0005048376,Q4
MT0005054238,Q1
MT0005054643,Q4
MT0005066971,Q1
MT0005068407,Q4
MT0005072543,Q1
MT0005074629,Q4
MT0005083488,Q1
MT0005083885,Q3
MT0005091539,Q4
MT0005094727,Q3
MT0005112174,Q4
MT0005113916,Q4
MT0005126279,Q2
MT0005129157,Q4
MT0005151875,Q4
MT0005157391,Q3
MT0005157804,Q4
MT0005171537,Q2
MT0005171805,Q3
MT0005185986,Q4
MT0005189820,Q3
MT0005198745,Q4
MT0005202791,Q2
MT0005217073,Q3
MT0005221680,Q3
MT0005239610,Q1
MT0005241287,Q2
MT0005241699,Q1
MT0005243931,Q2
MT0005254421,Q3
MT0005261375,Q4
MT0005261398,Q4
MT0005270263,Q3
MT0005273525,Q4
MT0005286165,Q2
MT0005294278,Q3
MT0005304966,Q2
MT0005331755,Q1
MT0005336347,Q3
MT0005344437,Q4
MT0005352508,Q2
MT0005352614,Q3
MT0005357887,Q3
MT0005379911,Q3
MT0005387539,Q2
MT0005389048,Q3
MT0005392036,Q4
MT0005403018,Q4
MT0005404247,Q3
MT0005411969,Q2
MT0005417719,Q2
MT0005422349,Q4
MT0005425770,Q4
MT0005425879,Q4
MT0005426130,Q1
MT0005431678,Q2
MT0005443513,Q4
MT0005451258,Q1
MT0005451862,Q2
MT0005454701,Q2
MT0005478759,Q1
MT0005479384,Q4
MT0005486154,Q3
MT0005497233,Q2
MT0005508168,Q4
MT0005511334,Q4
MT0005515169,Q2
MT0005519111,Q4
MT0005520274,Q3
MT0005525446,Q4
MT0005537590,Q4
MT0005538688,Q2
MT0005540023,Q2
MT0005540907,Q1
MT0005550288,Q2
MT0005550441,Q4
MT0005556630,Q4
MT0005568749,Q3
MT0005575348,Q3
MT0005592810,Q1
MT0005595173,Q2
MT0005606947,Q2
MT0005608787,Q4
MT0005621435,Q3
MT0005630273,Q3
MT0005642770,Q2
MT0005651830,Q4
MT0005655655,Q3
MT0005658482,Q2
MT0005660001,Q1
MT0005670101,Q3
MT0005674518,Q1
MT0005675358,Q2
MT0005675532,Q4
MT0005696421,Q3
MT0005707044,Q4
MT0005715379,Q4
MT0005717206,Q4
MT0005723257,Q3
MT0005725657,Q2
MT0005727008,Q2
MT0005727783,Q3
MT0005735527,Q4
MT0005737276,Q1
MT0005751512,Q2
MT0005752234,Q1
MT0005756784,Q2
MT0005760259,Q2
MT0005763004,Q1
MT0005774267,Q2
MT0005775235,Q4
MT0005798527,Q4
MT0005802574,Q1
MT0005827376,Q4
MT0005827477,Q2
MT0005832516,Q1
MT0005846374,Q1
MT0005850999,Q4
MT0005863380,Q4
MT0005897799,Q2
MT0005912220,Q3
MT0005916227,Q3
MT0005944471,Q1
MT0005947724,Q4
MT0005951020,Q2
MT0005959692,Q4
MT0005974256,Q2
MT0005981667,Q3
MT0006001220,Q3
MT0006001707,Q2
MT0006022752,Q3
MT0006036535,Q3
MT0006039569,Q4
MT0006039798,Q3
MT0006044445,Q4
MT0006051904,Q1
MT0006055329,Q2
MT0006090628,Q3
MT0006096934,Q1
MT0006107326,Q4
MT0006114773,Q1
MT0006115121,Q4
MT0006117018,Q4
MT0006129774,Q4
MT0006137372,Q3
MT0006153804,Q3
MT0006157839,Q2
MT0006159067,Q3
MT0006169551,Q4
MT0006181559,Q4
MT0006196650,Q1
MT0006232679,Q1
MT0006234138,Q4
MT0006249493,Q2
MT0006254062,Q4
MT0006263439,Q3
MT0006271664,Q3
MT0006292011,Q2
MT0006300381,Q2
MT0006314897,Q1
MT0006315323,Q1
MT0006334050,Q3
MT0006348382,Q4
MT0006352493,Q4
MT0006357849,Q1
MT0006386327,Q1
MT0006391732,Q2
MT0006409530,Q2
MT0006410748,Q1
MT0006417602,Q3
MT0006421356,Q3
MT0006459852,Q1
MT0006468621,Q4
MT0006475078,Q4
MT0006475970,Q1
MT0006482524,Q4
MT0006484633,Q2
MT0006486093,Q1
MT0006487635,Q2
MT0006492385,Q3
MT0006497092,Q2
MT0006501280,Q1
MT0006510599,Q2
MT0006516676,Q4
MT0006520567,Q2
MT0006528309,Q1
MT0006531857,Q2
MT0006534417,Q3
MT0006540794,Q1
MT0006545202,Q2
MT0006553309,Q1
MT0006553914,Q2
MT0006555035,Q3
MT0006559667,Q2
MT0006564487,Q2
MT0006570517,Q2
MT0006573563,Q2
MT0006575669,Q4
MT0006581362,Q2
MT0006581441,Q4
MT0006587635,Q2
MT0006587819,Q4
MT0006609765,Q4
MT0006612877,Q2
MT0006635536,Q3
MT0006640857,Q1
MT0006646428,Q4
MT0006654122,Q3
MT0006658246,Q4
MT0006659841,Q3
MT0006662439,Q2
MT0006664862,Q2
MT0006672286,Q3
MT0006678796,Q4
MT0006683265,Q2
MT0006683875,Q1
MT0006695707,Q2
MT0006696891,Q3
MT0006708402,Q3
MT0006723128,Q2
MT0006737689,Q2
MT0006738137,Q4
MT0006742179,Q2
MT0006744781,Q2
MT0006746691,Q2
MT0006746926,Q1
MT0006751087,Q2
MT0006754099,Q1
MT0006761058,Q4
MT0006761971,Q2
MT0006764092,Q2
MT0006769480,Q4
MT0006772811,Q3
MT0006773580,Q2
MT0006778622,Q2
MT0006782965,Q4
MT0006788512,Q2
MT0006790347,Q2
MT0006794235,Q4
MT0006795758,Q2
MT0006798861,Q2
MT0006800841,Q2
MT0006806145,Q2
MT0006810990,Q2
MT0006813360,Q3
MT0006814089,Q4
MT0006832360,Q2
MT0006833696,Q3
MT0006839715,Q4
MT0006846075,Q4
MT0006862088,Q2
MT0006876450,Q3
MT0006877397,Q3
MT0006879985,Q2
MT0006880936,Q3
MT0006898523,Q4
MT0006903607,Q2
MT0006919273,Q3
MT0006919878,Q2
MT0006929157,Q2
MT0006933170,Q2
MT0006937715,Q1
MT0006939177,Q2
MT0006991912,Q4
MT0006992235,Q1
MT0006996768,Q1
MT0006999093,Q4
MT0007031334,Q3
MT0007039041,Q4
MT0007039082,Q4
MT0007043504,Q2
MT0007051057,Q3
MT0007057303,Q1
MT0007058512,Q2
MT0007068165,Q1
MT0007072992,Q4
MT0007074655,Q2
MT0007081433,Q4
MT0007088972,Q1
MT0007099407,Q3
MT0007102148,Q3
MT0007102997,Q4
MT0007106784,Q3
MT0007113915,Q3
MT0007117290,Q1
MT0007119529,Q4
MT0007127869,Q2
MT0007136180,Q1
MT0007142175,Q4
MT0007145736,Q3
MT0007147603,Q1
MT0007153265,Q3
MT0007164275,Q2
MT0007186714,Q4
MT0007190016,Q1
MT0007191313,Q4
MT0007207422,Q4
MT0007207968,Q4
MT0007210245,Q2
MT0007249337,Q3
MT0007265208,Q3
MT0007269020,Q2
MT0007274054,Q1
MT0007276457,Q3
MT0007280044,Q3
MT0007310068,Q4
MT0007328300,Q3
MT0007337206,Q2
MT0007338724,Q3
MT0007340697,Q2
MT0007342701,Q4
MT0007349999,Q3
MT0007351601,Q3
MT0007353661,Q4
MT0007356476,Q4
MT0007372035,Q3
MT0007376021,Q2
MT0007384768,Q1
MT0007389608,Q2
MT0007390015,Q1
MT0007393408,Q2
MT0007396257,Q4
MT0007410187,Q3
MT0007412399,Q3
MT0007416772,Q2
MT0007423667,Q2
MT0007436293,Q2
MT0007439502,Q1
MT0007442223,Q2
MT0007443823,Q1
MT0007451731,Q3
MT0007453133,Q1
MT0007453719,Q4
MT0007493575,Q1
MT0007497706,Q3
MT0007499577,Q3
MT0007508173,Q1
MT0007522436,Q2
MT0007525777,Q3
MT0007530529,Q3
MT0007535042,Q2
MT0007550652,Q3
MT0007556029,Q4
MT0007562704,Q2
MT0007573212,Q2
MT0007583962,Q3
MT0007594485,Q3
MT0007607008,Q1
MT0007610380,Q3
MT0007627521,Q2
MT0007644103,Q1
MT0007645808,Q2
