Song,Quadrant
MT0028758101,Q4
MT0026712161,Q4
MT0011910522,Q4
MT0031600223,Q4
MT0013244644,Q4
MT0012011991,Q4
MT0014489361,Q4
MT0031618741,Q4
MT0000526302,Q4
MT0033461826,Q4
MT0006487252,Q4
MT0034992958,Q4
MT0010998105,Q4
MT0012312232,Q4
MT0001305231,Q4
MT0007419064,Q1
MT0013658337,Q1
MT0012398546,Q1
MT0010705334,Q1
MT0007257222,Q1
MT0003934644,Q1
MT0014992356,Q1
MT0028603801,Q1
MT0000174580,Q1
MT0005625323,Q1
MT0008276791,Q1
MT0002034238,Q1
MT0032332758,Q1
MT0010344415,Q1
MT0013184611,Q1
A024,Q1
MT0002052101,Q1
MT0008276763,Q1
MT0029874624,Q1
MT0008105399,Q1
MT0011968204,Q1
MT0000110175,Q1
MT0006536592,Q1
MT0009558355,Q1
MT0005163122,Q1
MT0003816162,Q1
MT0006406298,Q1
MT0014445318,Q1
MT0034064577,Q1
A101-111,Q1
MT0034211183,Q1
MT0017957157,Q1
MT0029825641,Q1
MT0003329820,Q1
MT0010552303,Q1
MT0002262181,Q1
MT0018024152,Q1
MT0011997914,Q1
MT0028615001,Q1
MT0010100333,Q1
A187,Q1
MT0000369188,Q1
MT0012061041,Q1
MT0011560587,Q1
MT0002762445,Q1
MT0000497520,Q1
MT0003144898,Q1
MT0006770955,Q1
MT0004588191,Q1
MT0013386240,Q1
MT0013235939,Q1
MT0003796752,Q1
MT0006628590,Q1
MT0002794078,Q1
MT0004669603,Q1
MT0010851922,Q1
MT0003788939,Q1
MT0006357085,Q1
A176,Q2
A136-97,Q2
A023,Q2
MT0027834332,Q2
MT0010480965,Q2
MT0005337249,Q2
A074-91,Q2
A151-172,Q2
MT0011944405,Q2
MT0004844832,Q2
MT0002842988,Q2
MT0001974130,Q2
MT0004012938,Q2
MT0006641042,Q2
MT0004866559,Q2
MT0010736208,Q2
MT0033252621,Q2
A127-133,Q2
A150-132,Q2
A182,Q2
MT0004894364,Q2
MT0004497478,Q2
MT0003539442,Q2
MT0013824918,Q2
MT0004942017,Q2
MT0011458668,Q2
MT0004807446,Q2
MT0003787478,Q2
MT0013822237,Q2
MT0013313448,Q2
MT0003900455,Q2
MT0003349423,Q2
MT0001098562,Q2
MT0007697753,Q2
MT0007002901,Q2
MT0005213723,Q2
MT0003807077,Q2
MT0011953228,Q2
MT0008208983,Q2
MT0008137868,Q2
MT0009601423,Q2
MT0007799677,Q2
MT0027256574,Q2
MT0014878397,Q2
MT0009016829,Q2
MT0014817509,Q2
MT0008421113,Q2
MT0004999812,Q2
MT0029772184,Q2
MT0027032503,Q2
MT0011411969,Q2
MT0011176903,Q2
MT0004240748,Q2
MT0028471202,Q2
MT0001993588,Q2
MT0033444885,Q2
MT0002772535,Q2
MT0000318206,Q2
MT0036111736,Q2
MT0004948855,Q2
MT0001801454,Q2
MT0001062974,Q2
MT0002277261,Q3
MT0004263956,Q3
MT0026826094,Q3
MT0006562479,Q3
MT0003907045,Q3
MT0030504803,Q3
MT0001891260,Q3
MT0012675695,Q3
MT0011308097,Q3
MT0001339839,Q3
MT0031903528,Q3
MT0035974819,Q3
MT0005761702,Q3
MT0005189351,Q3
MT0010674859,Q3
MT0008428932,Q3
MT0012459878,Q3
MT0001542676,Q3
MT0000643201,Q3
MT0001760172,Q3
MT0031049140,Q3
MT0000747666,Q3
MT0004117319,Q3
MT0012634038,Q3
MT0005941732,Q3
MT0005822463,Q3
MT0005134466,Q3
MT0002844771,Q3
MT0000875199,Q3
MT0029133325,Q3
MT0018886935,Q3
MT0001265984,Q3
MT0002070112,Q3
MT0019766193,Q3
MT0003601752,Q3
MT0030097307,Q3
MT0001035786,Q3
MT0000688312,Q3
MT0000320757,Q3
MT0007043936,Q3
MT0006070661,Q3
MT0000357325,Q3
MT0003935485,Q3
MT0002325544,Q3
MT0000727738,Q3
MT0003930610,Q3
MT0000763275,Q3
MT0000060906,Q3
