Song,Quadrant
MT0001520918,Q4
MT0001526386,Q3
MT0001526514,Q1
MT0001542457,Q2
MT0001548914,Q3
MT0001553573,Q2
MT0001568638,Q2
MT0001586807,Q1
MT0001590644,Q2
MT0001609626,Q1
MT0001610102,Q1
MT0001613887,Q2
MT0001644811,Q4
MT0001658982,Q3
MT0001676671,Q4
MT0001696863,Q1
MT0001701648,Q1
MT0001705355,Q1
MT0001710592,Q2
MT0001736229,Q4
MT0001742519,Q3
MT0001747053,Q3
MT0001753457,Q1
MT0001760172,Q3
MT0001768550,Q4
MT0001795697,Q1
MT0001798303,Q1
MT0001839466,Q3
MT0001841416,Q3
MT0001863795,Q2
MT0001868336,Q3
MT0001894368,Q4
MT0001898830,Q1
MT0001899447,Q3
MT0001899867,Q1
MT0001910188,Q3
MT0001916989,Q2
MT0001920501,Q3
MT0001927015,Q1
MT0001927921,Q2
MT0001929641,Q3
MT0001934410,Q2
MT0001934436,Q3
MT0001952167,Q3
MT0001962373,Q2
MT0001963447,Q2
MT0001967374,Q3
MT0001974130,Q2
MT0001975228,Q2
MT0001978806,Q2
MT0001993588,Q2
MT0001993943,Q2
MT0002024101,Q2
MT0002033217,Q3
MT0002033629,Q1
MT0002053300,Q1
MT0002059011,Q2
MT0002068648,Q1
MT0002086401,Q3
MT0002087541,Q3
MT0002113056,Q1
MT0002124238,Q4
MT0002131125,Q2
MT0002139311,Q1
MT0002156561,Q1
MT0002203952,Q3
MT0002216668,Q4
MT0002218376,Q2
MT0002242128,Q1
MT0002291660,Q2
MT0002297016,Q1
MT0002307493,Q4
MT0002308313,Q4
MT0002308613,Q1
MT0002323154,Q1
MT0002325863,Q1
MT0002327429,Q4
MT0002337555,Q2
MT0002342346,Q2
MT0002343207,Q1
MT0002347246,Q1
MT0002360219,Q1
MT0002379222,Q3
MT0002379942,Q2
MT0002385077,Q2
MT0002399275,Q2
MT0002408351,Q4
MT0002423836,Q2
MT0002448379,Q4
MT0002460914,Q2
MT0002472723,Q1
MT0002472801,Q4
MT0002500878,Q2
MT0002515172,Q4
MT0002519050,Q2
MT0002536460,Q3
MT0002541988,Q4
MT0002548231,Q1
MT0002549047,Q3
MT0002549944,Q2
MT0002573253,Q3
MT0002580064,Q3
MT0002619035,Q4
MT0002628272,Q1
MT0002638821,Q4
MT0002653551,Q4
MT0002659854,Q4
MT0002674708,Q4
MT0002679562,Q4
MT0002701422,Q2
MT0002711792,Q2
MT0002714805,Q4
MT0002739845,Q2
MT0002771537,Q3
MT0002772535,Q2
MT0002784741,Q3
MT0002785740,Q2
MT0002859848,Q4
MT0002874481,Q3
MT0002874900,Q2
MT0002875103,Q2
MT0002894943,Q2
MT0002905185,Q3
MT0002907679,Q1
MT0002909109,Q1
MT0002928993,Q3
MT0002939380,Q2
MT0002940684,Q2
MT0002954708,Q2
MT0002955901,Q2
MT0002960683,Q2
MT0002965366,Q3
MT0002969144,Q4
MT0002980543,Q4
MT0002983378,Q2
MT0002999366,Q1
MT0003008724,Q2
MT0003012633,Q4
MT0003017303,Q4
MT0003019852,Q2
MT0003085925,Q1
MT0003094118,Q2
MT0003097486,Q2
MT0003102331,Q4
MT0003105414,Q3
MT0003114552,Q3
MT0003119681,Q4
MT0003131369,Q1
MT0003136077,Q2
MT0003148189,Q4
MT0003149291,Q1
MT0003150748,Q3
MT0003187533,Q4
MT0003189593,Q1
MT0003216840,Q1
MT0003228768,Q4
MT0003237550,Q2
MT0003238922,Q4
MT0003243311,Q1
MT0003246728,Q1
MT0003286463,Q1
MT0003299912,Q2
MT0003329820,Q1
MT0003330378,Q4
MT0003330393,Q4
MT0003337396,Q2
MT0003344002,Q3
MT0003345751,Q2
MT0003353602,Q2
MT0003353794,Q3
MT0003361206,Q1
MT0003362617,Q3
MT0003382050,Q4
MT0003389088,Q4
MT0003402178,Q4
MT0003410384,Q4
MT0003428477,Q4
MT0003442366,Q2
MT0003454112,Q4
MT0003473344,Q4
MT0003475707,Q4
MT0003496132,Q2
MT0003501456,Q1
MT0003504085,Q2
MT0003517837,Q4
MT0003530174,Q3
MT0003546058,Q2
MT0003587042,Q2
MT0003594672,Q1
MT0003597979,Q4
MT0003598094,Q2
MT0003603772,Q1
MT0003612742,Q2
MT0003617309,Q1
MT0003629164,Q4
MT0003655811,Q3
MT0003659365,Q2
MT0003691487,Q4
MT0003703624,Q3
MT0003710207,Q4
MT0003740052,Q4
MT0003741609,Q1
MT0003748227,Q3
MT0003753139,Q4
MT0003762220,Q4
MT0003778826,Q4
MT0003782002,Q2
MT0003792475,Q3
MT0003794106,Q1
MT0003795778,Q1
MT0003799339,Q3
MT0003834848,Q2
MT0003837569,Q2
MT0003853483,Q4
MT0003857948,Q2
MT0003861331,Q4
MT0003868390,Q4
MT0003869539,Q1
MT0003872021,Q3
MT0003880691,Q2
MT0003909053,Q3
MT0003909085,Q2
MT0003917550,Q1
MT0003934644,Q1
MT0003935299,Q4
MT0003942985,Q3
MT0003949060,Q1
MT0003970870,Q3
MT0003979876,Q2
MT0004001276,Q3
MT0004001989,Q1
MT0004018270,Q2
MT0004025604,Q2
MT0004028719,Q2
MT0004032071,Q1
MT0004034604,Q1
MT0004036096,Q4
MT0004037272,Q1
MT0004071684,Q3
MT0004072079,Q2
MT0004072837,Q4
MT0004073991,Q2
MT0004085907,Q2
MT0004089549,Q4
MT0004093767,Q4
MT0004122617,Q1
MT0004131058,Q3
MT0004137658,Q2
MT0004139859,Q3
MT0004186970,Q2
MT0004187531,Q4
MT0004194402,Q3
MT0004212108,Q3
MT0004232099,Q3
MT0004240748,Q2
MT0004260672,Q1
MT0004269670,Q3
MT0004274911,Q4
MT0004290389,Q3
MT0004301925,Q1
MT0004331116,Q4
MT0004337195,Q1
MT0004343785,Q3
MT0004352726,Q4
MT0004362464,Q1
MT0004392421,Q1
MT0004395306,Q4
MT0004409960,Q2
MT0004422924,Q1
MT0004425744,Q1
MT0004447086,Q2
MT0004447226,Q1
MT0004458238,Q2
MT0004497478,Q2
MT0004500770,Q3
MT0004511265,Q2
MT0004523184,Q4
MT0004525980,Q4
MT0004540242,Q4
MT0004542745,Q4
MT0004548595,Q1
MT0004550434,Q2
MT0004555632,Q2
MT0004567504,Q4
MT0004584064,Q4
MT0004584067,Q4
MT0004611952,Q4
MT0004643275,Q4
MT0004645468,Q2
MT0004660584,Q4
MT0004668394,Q3
MT0004681292,Q2
MT0004692889,Q4
MT0004693207,Q3
MT0004725405,Q1
MT0004731150,Q1
MT0004739956,Q2
MT0004751933,Q1
MT0004754115,Q4
MT0004758223,Q4
MT0004776502,Q4
MT0004781165,Q3
MT0004812565,Q4
MT0004817670,Q3
MT0004828213,Q4
MT0004829377,Q3
MT0004833310,Q4
MT0004840819,Q3
MT0004867564,Q4
MT0004872217,Q2
MT0004882280,Q2
MT0004883551,Q1
MT0004911454,Q4
MT0004922692,Q3
MT0004948855,Q2
MT0004956006,Q2
MT0004978135,Q3
MT0004997589,Q2
MT0004999812,Q2
MT0005004562,Q2
MT0005026798,Q2
MT0005048376,Q4
MT0005054238,Q1
MT0005060138,Q4
MT0005066971,Q1
MT0005068407,Q4
MT0005074629,Q4
MT0005091539,Q4
MT0005111463,Q3
MT0005112174,Q4
MT0005126279,Q2
MT0005129157,Q4
MT0005157391,Q3
MT0005157804,Q4
MT0005171805,Q3
MT0005185986,Q4
MT0005217073,Q3
MT0005221680,Q3
MT0005243931,Q2
MT0005253065,Q3
MT0005254421,Q3
MT0005260370,Q3
MT0005261375,Q4
MT0005261398,Q4
MT0005273525,Q4
MT0005304966,Q2
MT0005336347,Q3
MT0005357887,Q3
MT0005387539,Q2
MT0005389048,Q3
MT0005403018,Q4
MT0005411969,Q2
MT0005422349,Q4
MT0005425770,Q4
MT0005425879,Q4
MT0005426130,Q1
MT0005451258,Q1
MT0005454701,Q2
MT0005479384,Q4
MT0005511334,Q4
MT0005519111,Q4
MT0005525446,Q4
MT0005537590,Q4
MT0005550441,Q4
MT0005556630,Q4
MT0005606947,Q2
MT0005608787,Q4
MT0005623112,Q4
MT0005651830,Q4
MT0005655655,Q3
MT0005658482,Q2
MT0005660001,Q1
MT0005670101,Q3
MT0005674518,Q1
MT0005696421,Q3
MT0005697785,Q4
MT0005725657,Q2
MT0005727008,Q2
MT0005735527,Q4
MT0005760259,Q2
MT0005774267,Q2
MT0005798527,Q4
MT0005802574,Q1
MT0005804191,Q4
MT0005827477,Q2
MT0005897799,Q2
MT0005947724,Q4
MT0005974256,Q2
MT0005981667,Q3
MT0005987148,Q4
MT0006001220,Q3
MT0006022752,Q3
MT0006051904,Q1
MT0006055329,Q2
MT0006090628,Q3
MT0006096934,Q1
MT0006107326,Q4
MT0006114773,Q1
MT0006117018,Q4
MT0006129774,Q4
MT0006153804,Q3
MT0006204666,Q4
MT0006234138,Q4
MT0006254062,Q4
MT0006263439,Q3
MT0006300381,Q2
MT0006314897,Q1
MT0006315323,Q1
MT0006334050,Q3
MT0006348382,Q4
MT0006356406,Q2
MT0006365604,Q2
MT0006406298,Q1
MT0006410748,Q1
MT0006417602,Q3
MT0006421356,Q3
MT0006431807,Q1
MT0006468621,Q4
MT0006475078,Q4
MT0006475970,Q1
MT0006482524,Q4
MT0006484633,Q2
MT0006487252,Q4
MT0006501280,Q1
MT0006510599,Q2
MT0006520567,Q2
MT0006524432,Q1
MT0006534417,Q3
MT0006545202,Q2
MT0006553914,Q2
MT0006555035,Q3
MT0006562479,Q3
MT0006573563,Q2
MT0006575669,Q4
MT0006587635,Q2
MT0006587819,Q4
MT0006609765,Q4
MT0006612877,Q2
MT0006628590,Q1
MT0006640857,Q1
MT0006641042,Q2
MT0006650634,Q4
MT0006659841,Q3
MT0006662439,Q2
MT0006664862,Q2
MT0006683265,Q2
MT0006696891,Q3
MT0006737689,Q2
MT0006738137,Q4
MT0006742179,Q2
MT0006744781,Q2
MT0006751853,Q4
MT0006754099,Q1
MT0006761058,Q4
MT0006764092,Q2
MT0006769480,Q4
MT0006772811,Q3
MT0006773580,Q2
MT0006777027,Q4
MT0006790347,Q2
MT0006794235,Q4
MT0006795758,Q2
MT0006798861,Q2
MT0006814089,Q4
MT0006832360,Q2
MT0006862088,Q2
MT0006879985,Q2
MT0006880936,Q3
MT0006903607,Q2
MT0006933170,Q2
MT0006991912,Q4
MT0006992235,Q1
MT0006999093,Q4
MT0007039041,Q4
MT0007039082,Q4
MT0007043936,Q3
MT0007051188,Q4
MT0007058512,Q2
MT0007068165,Q1
MT0007071481,Q2
MT0007072992,Q4
MT0007081433,Q4
MT0007088972,Q1
MT0007099407,Q3
MT0007102148,Q3
MT0007142175,Q4
MT0007145736,Q3
MT0007164275,Q2
MT0007190016,Q1
MT0007191313,Q4
MT0007249337,Q3
MT0007257222,Q1
MT0007265208,Q3
MT0007269020,Q2
MT0007340697,Q2
MT0007342701,Q4
MT0007349999,Q3
MT0007350911,Q1
MT0007353661,Q4
MT0007356476,Q4
MT0007389608,Q2
MT0007396257,Q4
MT0007401605,Q2
MT0007413949,Q2
MT0007416772,Q2
MT0007439502,Q1
MT0007443823,Q1
MT0007451731,Q3
MT0007453133,Q1
MT0007453719,Q4
MT0007497706,Q3
MT0007499577,Q3
MT0007530529,Q3
MT0007535042,Q2
MT0007550652,Q3
MT0007562704,Q2
MT0007573212,Q2
MT0007583962,Q3
MT0007594485,Q3
MT0007652281,Q3
MT0007663424,Q2
MT0007696006,Q2
MT0007707015,Q3
MT0007724694,Q4
MT0007795217,Q1
MT0007799675,Q4
MT0007812490,Q2
MT0007816041,Q4
MT0007833171,Q4
MT0007871142,Q4
MT0007899221,Q4
MT0007924549,Q2
MT0007934529,Q2
MT0007941864,Q4
MT0007961027,Q1
MT0007961100,Q2
MT0007978643,Q1
MT0007999856,Q2
MT0008007368,Q3
MT0008010047,Q3
MT0008033398,Q3
MT0008045785,Q2
MT0008068959,Q3
MT0008077089,Q3
MT0008095407,Q1
MT0008130158,Q2
MT0008131425,Q1
MT0008140480,Q3
MT0008144346,Q2
MT0008148524,Q1
MT0008149831,Q2
MT0008166411,Q3
MT0008166431,Q1
MT0008167476,Q4
MT0008170600,Q3
MT0008184180,Q2
MT0008222676,Q1
MT0008223344,Q3
MT0008237717,Q1
MT0008241874,Q3
MT0008267476,Q3
MT0008307905,Q2
MT0008308461,Q1
MT0008328152,Q4
MT0008328714,Q3
MT0008340316,Q1
MT0008342962,Q4
MT0008346862,Q2
MT0008369750,Q1
MT0008371251,Q1
MT0008399774,Q3
MT0008421113,Q2
MT0008425062,Q2
MT0008431795,Q1
MT0008449485,Q1
MT0008451831,Q2
MT0008467210,Q4
MT0008468144,Q4
MT0008499614,Q2
MT0008503709,Q4
MT0008512833,Q4
MT0008530652,Q4
MT0008537015,Q1
MT0008573252,Q2
MT0008575372,Q1
MT0008577171,Q4
MT0008578405,Q2
MT0008592019,Q4
MT0008596275,Q2
MT0008596505,Q4
MT0008596537,Q2
MT0008604277,Q3
MT0008617674,Q1
MT0008637830,Q1
MT0008644609,Q1
MT0008665212,Q4
MT0008672387,Q1
MT0008673460,Q1
MT0008684978,Q1
MT0008686594,Q4
MT0008688962,Q2
MT0008700460,Q3
MT0008704299,Q4
MT0008709705,Q3
MT0008716237,Q3
MT0008718991,Q3
MT0008763007,Q3
MT0008776764,Q2
MT0008787199,Q1
MT0008790106,Q4
MT0008791082,Q2
MT0008794071,Q4
MT0008797356,Q2
MT0008800327,Q2
MT0008841966,Q3
MT0008964909,Q4
MT0008979040,Q3
MT0008990300,Q1
MT0009025845,Q3
MT0009033072,Q4
MT0009041370,Q2
MT0009043768,Q1
MT0009098212,Q1
MT0009123251,Q2
MT0009161421,Q2
MT0009164605,Q1
MT0009172291,Q2
MT0009182700,Q3
MT0009196762,Q2
MT0009202768,Q1
MT0009253118,Q2
MT0009253379,Q1
MT0009289348,Q4
MT0009295595,Q1
MT0009306792,Q1
MT0009312856,Q3
MT0009319587,Q2
MT0009320357,Q2
MT0009321428,Q3
MT0009375581,Q4
MT0009377947,Q4
MT0009389504,Q3
MT0009400121,Q2
MT0009421924,Q2
MT0009425259,Q2
MT0009430339,Q2
MT0009437817,Q3
MT0009485981,Q1
MT0009533836,Q3
MT0009558355,Q1
MT0009577134,Q2
MT0009581924,Q1
MT0009606151,Q3
MT0009614467,Q3
MT0009619424,Q1
MT0009729892,Q1
MT0009741773,Q4
MT0009747294,Q1
MT0009769814,Q4
MT0009800907,Q2
MT0009826820,Q4
MT0009844833,Q1
MT0009845069,Q4
MT0009845072,Q1
MT0009845271,Q1
MT0009845272,Q1
MT0009845274,Q1
MT0009845275,Q1
MT0009845278,Q1
MT0009868354,Q4
MT0009976471,Q1
MT0009996318,Q3
MT0009996319,Q3
MT0009996323,Q3
MT0010049476,Q4
MT0010054305,Q3
MT0010076476,Q4
MT0010083757,Q4
MT0010100333,Q1
MT0010100429,Q1
MT0010169019,Q1
MT0010261584,Q4
MT0010310891,Q2
MT0010379209,Q4
MT0010415730,Q2
MT0010437635,Q3
MT0010441634,Q1
MT0010444469,Q4
MT0010474345,Q2
MT0010475525,Q2
MT0010481194,Q2
MT0010482550,Q1
MT0010484170,Q1
MT0010487366,Q2
MT0010487769,Q1
MT0010490157,Q2
MT0010492983,Q1
MT0010498312,Q1
MT0010501618,Q1
MT0010502743,Q4
MT0010506192,Q3
MT0010510852,Q1
MT0010524453,Q1
MT0010552303,Q1
MT0010552602,Q1
MT0010585105,Q3
MT0010614368,Q4
MT0010615428,Q2
MT0010665248,Q4
MT0010674091,Q2
MT0010685188,Q3
MT0010694663,Q1
MT0010694754,Q1
MT0010706869,Q1
MT0010707508,Q4
MT0010712910,Q4
MT0010723658,Q3
MT0010734696,Q4
MT0010736281,Q2
MT0010741252,Q4
MT0010747096,Q3
MT0010753736,Q1
MT0010755212,Q1
MT0010758927,Q4
MT0010765597,Q3
MT0010803094,Q3
MT0010803836,Q4
MT0010804974,Q3
MT0010810859,Q4
MT0010815151,Q3
MT0010825992,Q2
MT0010835061,Q1
MT0010842738,Q4
MT0010850805,Q3
MT0010855417,Q1
MT0010862394,Q3
MT0010864096,Q2
MT0010894865,Q2
MT0010911637,Q4
MT0010922381,Q2
MT0010956907,Q4
MT0010983830,Q2
MT0010998105,Q4
MT0011032905,Q3
MT0011051663,Q4
MT0011066228,Q3
MT0011079284,Q3
MT0011083648,Q2
MT0011104152,Q1
MT0011145388,Q2
MT0011158114,Q3
MT0011176903,Q2
MT0011191619,Q3
MT0011230792,Q3
MT0011252339,Q3
MT0011259078,Q2
MT0011292112,Q4
MT0011328325,Q2
MT0011354952,Q4
MT0011356991,Q4
MT0011369407,Q2
MT0011372756,Q4
MT0011380622,Q4
MT0011391356,Q2
MT0011413068,Q2
MT0011447062,Q1
MT0011448384,Q1
MT0011465608,Q4
MT0011489804,Q2
MT0011564855,Q1
MT0011612883,Q3
MT0011659985,Q4
MT0011667212,Q3
MT0011697297,Q2
MT0011701692,Q2
MT0011702301,Q4
MT0011709169,Q2
MT0011711878,Q4
MT0011712337,Q2
MT0011715190,Q2
MT0011716005,Q1
MT0011724911,Q1
MT0011724999,Q4
MT0011785029,Q1
MT0011797446,Q1
MT0011870505,Q3
MT0011886148,Q4
MT0011886864,Q3
MT0011894681,Q3
MT0011895910,Q1
MT0011896804,Q4
MT0011903519,Q1
MT0011906602,Q4
MT0011908274,Q4
MT0011912059,Q4
MT0011916784,Q4
MT0011919136,Q1
MT0011924283,Q1
MT0011929096,Q4
MT0011930865,Q1
MT0011959819,Q2
MT0011971415,Q4
MT0011974870,Q3
MT0011996860,Q3
MT0011997914,Q1
MT0012004661,Q3
MT0012004909,Q3
MT0012009606,Q4
MT0012011991,Q4
MT0012013969,Q3
MT0012016955,Q1
MT0012020062,Q3
MT0012025242,Q1
MT0012025969,Q4
MT0012027536,Q4
MT0012036571,Q4
MT0012061041,Q1
MT0012073768,Q3
MT0012091487,Q2
MT0012096485,Q1
MT0012100576,Q2
MT0012112600,Q4
MT0012122028,Q2
MT0012124855,Q2
MT0012159808,Q4
MT0012195806,Q4
MT0012198225,Q3
MT0012202513,Q1
MT0012240177,Q4
MT0012276467,Q3
MT0012292188,Q3
MT0012312232,Q4
MT0012330276,Q4
MT0012330796,Q1
MT0012333749,Q1
MT0012333771,Q1
MT0012337307,Q3
MT0012408058,Q1
MT0012416069,Q3
MT0012417408,Q3
MT0012454159,Q4
MT0012454284,Q3
MT0012505137,Q4
MT0012591057,Q3
MT0012600718,Q3
MT0012601428,Q1
MT0012648496,Q2
MT0012658636,Q2
MT0012666474,Q3
MT0012677096,Q4
MT0012678840,Q1
MT0012698055,Q4
MT0012700338,Q2
MT0012740185,Q4
MT0012742379,Q1
MT0012794033,Q4
MT0012798988,Q1
MT0012846850,Q1
MT0012865192,Q2
MT0012888230,Q4
MT0012900592,Q2
MT0012909507,Q2
MT0012956323,Q2
MT0013056830,Q4
MT0013058008,Q2
MT0013070871,Q3
MT0013075504,Q1
MT0013095380,Q4
MT0013101577,Q1
MT0013115311,Q4
MT0013145806,Q4
MT0013151367,Q2
MT0013193016,Q4
MT0013198028,Q3
MT0013208607,Q4
MT0013209458,Q3
MT0013216725,Q2
MT0013228223,Q4
MT0013275745,Q1
MT0013305827,Q4
MT0013328261,Q3
MT0013349760,Q3
MT0013389935,Q1
MT0013416300,Q3
MT0013417325,Q4
MT0013429054,Q3
MT0013486354,Q4
MT0013504689,Q3
MT0013577074,Q4
MT0013590244,Q1
MT0013621344,Q1
MT0013633209,Q1
MT0013637631,Q1
MT0013652136,Q1
MT0013658337,Q1
MT0013726148,Q3
MT0013732158,Q2
MT0013743441,Q2
MT0013764945,Q3
MT0013803861,Q3
MT0013820793,Q3
MT0013868618,Q3
MT0013881862,Q2
MT0013885218,Q2
MT0013900095,Q1
MT0013979875,Q2
MT0013999544,Q1
MT0014046859,Q3
MT0014050974,Q3
MT0014062404,Q1
MT0014084173,Q2
MT0014134790,Q4
MT0014204470,Q3
MT0014215479,Q4
MT0014439055,Q2
MT0014475915,Q4
MT0014489482,Q2
MT0014507179,Q4
MT0014544554,Q1
MT0014550042,Q3
MT0014576739,Q1
MT0014619583,Q1
MT0014656064,Q1
MT0014668887,Q3
MT0014737299,Q3
MT0014781093,Q1
MT0014794891,Q3
MT0014838459,Q2
MT0014844849,Q2
MT0014852191,Q2
MT0014853937,Q3
MT0014874934,Q1
MT0014953592,Q2
MT0014961114,Q3
MT0014964772,Q2
MT0014984545,Q3
MT0015004289,Q3
MT0015004867,Q2
MT0015007103,Q3
MT0015020070,Q4
MT0015020231,Q1
MT0015026273,Q2
MT0015139461,Q3
MT0015471594,Q4
MT0015510419,Q3
MT0015514030,Q3
MT0015546206,Q1
MT0015604179,Q3
MT0015632625,Q4
MT0015653546,Q4
MT0015682649,Q3
MT0015689411,Q3
MT0015689749,Q3
MT0015694210,Q3
MT0015696773,Q3
MT0015708437,Q2
MT0015713000,Q3
MT0015742096,Q1
MT0015760726,Q4
MT0015849191,Q4
MT0015885791,Q1
MT0015896210,Q1
MT0015918974,Q3
MT0015934550,Q1
MT0015950558,Q2
MT0015962332,Q2
MT0016743722,Q2
MT0016915093,Q2
MT0016933152,Q3
MT0016963741,Q4
MT0016976154,Q3
MT0016981570,Q3
MT0016987100,Q1
MT0017657810,Q1
MT0017683327,Q1
MT0017797643,Q1
MT0017954224,Q4
MT0018288135,Q2
MT0018617125,Q1
MT0019352491,Q4
MT0019511872,Q4
MT0020034314,Q2
MT0026228956,Q4
MT0026330298,Q3
MT0026405027,Q3
MT0026690204,Q3
MT0026697228,Q3
MT0026707664,Q4
MT0026772613,Q2
MT0026827978,Q4
MT0026866290,Q1
MT0026919017,Q4
MT0026933516,Q1
MT0026950915,Q1
MT0026969225,Q4
MT0026973618,Q4
MT0026987140,Q2
MT0027002641,Q1
MT0027032503,Q2
MT0027035970,Q1
MT0027048677,Q1
MT0027048746,Q1
MT0027053023,Q1
MT0027064560,Q4
MT0027100467,Q4
MT0027100747,Q4
MT0027108305,Q1
MT0027112893,Q1
MT0027320606,Q1
MT0027345606,Q2
MT0027834332,Q2
MT0027859587,Q4
MT0028124490,Q2
MT0028200740,Q1
MT0028228337,Q4
MT0028342814,Q4
MT0028345470,Q2
MT0028403561,Q4
MT0028452849,Q1
MT0028471202,Q2
MT0028485956,Q1
MT0028550964,Q4
MT0028576698,Q4
MT0028585667,Q3
MT0028609181,Q4
MT0028615001,Q1
MT0028617351,Q4
MT0028633715,Q2
MT0028655327,Q4
MT0028691865,Q3
MT0028694655,Q4
MT0028697763,Q4
MT0028750297,Q2
MT0028752173,Q4
MT0028753982,Q4
MT0028754256,Q2
MT0028793036,Q2
MT0028803170,Q3
MT0028810073,Q3
MT0028813190,Q2
MT0028877759,Q4
MT0028878677,Q4
MT0028888763,Q3
MT0028931344,Q1
